region_ID
175_A3_3
175_A4_3
175_B7_8
175_B8_8
175_B2_9
175_B1_9
175_B3_9
175_B4_9
175_B7_9
175_B8_9
175_B1_10
175_B2_10
175_B3_10
175_B4_10
175_B5_10
175_B6_10
175_A5_3
175_A6_3
175_B3_11
175_B4_11
175_B5_11
175_B6_11
175_B3_12
175_B4_12
175_B5_12
175_B6_12
175_B7_12
175_B8_12
175_B1_13
175_B2_13
175_B5_13
175_B6_13
175_A8_3
175_B7_13
175_B8_13
175_B4_14
175_B5_14
175_B6_14
175_B7_14
175_B8_14
175_B1_15
175_B2_15
175_B3_15
175_B4_15
175_B7_15
175_B8_15
175_B1_16
175_B2_16
175_A2_4
175_A1_4
175_B3_16
175_B4_16
175_B6_16
175_B5_16
175_B7_16
175_B8_16
175_B1_17
175_B2_17
175_B3_17
175_B4_17
175_B6_17
175_B5_17
175_B7_17
175_B8_17
175_C1_1
175_C2_1
175_C3_1
175_C4_1
175_A3_4
175_A4_4
175_C8_1
175_C7_1
175_C2_2
175_C1_2
175_C3_2
175_C5_2
175_C6_2
175_C8_2
175_C7_2
175_C2_3
175_C1_3
175_C3_3
175_C4_3
175_C5_3
175_C6_3
175_C8_3
175_C7_3
175_C2_4
175_C1_4
175_A5_4
175_A6_4
175_C5_4
175_C6_4
175_C7_4
175_C8_4
175_C2_5
175_C1_5
175_C3_5
175_C4_5
175_C5_5
175_C6_5
175_C7_5
175_C8_5
175_C2_6
175_C5_6
175_C6_6
175_A7_4
175_A8_4
175_C7_6
175_C8_6
175_C2_7
175_C1_7
175_C5_7
175_C6_7
175_C7_7
175_C8_7
175_C3_8
175_C4_8
175_C5_8
175_C6_8
175_C7_8
175_C8_8
175_C2_9
175_C1_9
175_A2_5
175_C3_9
175_C4_9
175_C5_9
175_C6_9
175_C7_9
175_C8_9
175_C1_10
175_C2_10
175_C3_10
175_C4_10
175_C5_10
175_C6_10
175_C1_11
175_C2_11
175_C3_11
175_C4_11
175_C5_11
175_C6_11
175_A3_5
175_A4_5
175_C7_11
175_C8_11
175_C1_12
175_C2_12
175_C3_12
175_C4_12
175_C5_12
175_C6_12
175_C3_13
175_C4_13
175_C7_13
175_C8_13
175_C1_14
175_C2_14
175_A5_5
175_A6_5
175_C5_14
175_C6_14
175_A3_1
175_A4_1
175_A7_5
175_A8_5
175_A2_6
175_A1_6
175_A3_6
175_A4_6
175_A5_6
175_A6_6
175_A7_6
175_A8_6
175_A3_7
175_A4_7
175_A5_7
175_A6_7
175_A7_7
175_A8_7
175_A3_8
175_A4_8
175_A6_8
175_A7_8
175_A8_8
175_A3_9
175_A4_9
175_A7_9
175_A8_9
175_A2_10
175_A1_10
175_A3_10
175_A4_10
175_A5_10
175_A6_10
175_A7_10
175_A8_10
175_A1_11
175_A2_11
175_A3_11
175_A4_11
175_A5_11
175_A6_11
175_A7_11
175_A8_11
175_A1_12
175_A2_12
175_A3_12
175_A4_12
175_A5_12
175_A6_12
175_A7_12
175_A8_12
175_A1_13
175_A2_13
175_A3_13
175_A4_13
175_A5_13
175_A6_13
175_A7_13
175_A8_13
175_A1_14
175_A2_14
175_A3_14
175_A4_14
175_A5_14
175_A6_14
175_A7_14
175_A8_14
175_A1_15
175_A2_15
175_A3_15
175_A4_15
175_A3_2
175_A4_2
175_A7_15
175_A8_15
175_A1_16
175_A2_16
175_A3_16
175_A4_16
175_A6_16
175_A5_16
175_A7_16
175_A8_16
175_A1_17
175_A2_17
175_A5_17
175_A7_17
175_A8_17
175_B1_1
175_B2_1
175_A5_2
175_A6_2
175_B3_1
175_B4_1
175_B5_1
175_B6_1
175_B8_1
175_B2_2
175_B1_2
175_B7_2
175_B8_2
175_B2_3
175_B1_3
175_B3_3
175_B4_3
175_A7_2
175_A8_2
175_B7_3
175_B2_4
175_B1_4
175_B3_4
175_B4_4
175_B5_4
175_B6_4
175_B7_4
175_B8_4
175_B2_5
175_B1_5
175_B3_5
175_B4_5
175_B5_5
175_B6_5
175_B7_5
175_B8_5
175_A2_3
175_A1_3
175_B3_6
175_B4_6
175_B5_6
175_B6_6
175_B7_6
175_B8_6
175_B2_7
175_B1_7
175_B3_7
175_B4_7
175_B5_7
175_B6_7
175_B7_7
175_B8_7
175_B2_8
175_B1_8
175_B3_8
175_B4_8
175_B5_8
175_B6_8
176_A1_1
176_A2_1
176_A3_1
176_A4_1
176_A5_1
176_A6_1
176_A2_2
176_A1_2
176_A4_2
176_A5_2
176_A6_2
176_A8_2
176_A7_2
176_A2_3
176_A1_3
176_A3_3
176_A4_3
176_A5_3
176_A6_3
176_A8_3
176_A7_3
176_A2_4
176_A1_4
176_A3_4
176_A4_4
176_A5_4
176_A6_4
176_A7_4
176_A8_4
176_A2_5
176_A1_5
176_A3_5
176_A4_5
176_A5_5
176_A6_5
176_A7_5
176_A8_5
176_A2_6
176_A1_6
176_A3_6
176_A4_6
176_A5_6
176_A6_6
176_A7_6
176_A8_6
176_A2_7
176_A1_7
176_A3_7
176_A4_7
176_A5_7
176_A6_7
176_A7_7
176_A8_7
176_A2_8
176_A1_8
176_A3_8
176_A4_8
176_A5_8
176_A6_8
176_A7_8
176_A8_8
176_A2_9
176_A1_9
176_A3_9
176_A4_9
176_A5_9
176_A6_9
176_A7_9
176_A8_9
176_A1_10
176_A2_10
176_A5_10
176_A6_10
176_A7_10
176_A8_10
176_A1_11
176_A2_11
176_A3_11
176_A4_11
176_A5_11
176_A6_11
176_A1_12
176_A2_12
176_A3_12
176_A4_12
176_A5_12
176_A6_12
176_A7_12
176_A8_12
176_A3_13
176_A4_13
176_A6_13
176_A7_13
176_A8_13
176_A1_14
176_A2_14
176_A3_14
176_A4_14
176_A7_14
176_A8_14
176_A1_15
176_A2_15
176_A3_15
176_A4_15
176_A5_15
176_A6_15
176_A7_15
176_A8_15
176_A1_16
176_A2_16
176_A3_16
176_A4_16
176_A5_16
176_A6_16
176_A7_16
176_A8_16
176_B1_1
176_B2_1
176_B3_1
176_B4_1
176_B5_1
176_B6_1
176_B8_1
176_B7_1
176_B2_2
176_B1_2
176_B5_2
176_B6_2
176_B8_2
176_B7_2
176_B5_3
176_B6_3
176_B8_3
176_B2_4
176_B1_4
176_B3_4
176_B4_4
176_B5_4
176_B6_4
176_B7_4
176_B8_4
176_B2_5
176_B1_5
176_B5_5
176_B6_5
176_B7_5
176_B8_5
176_B2_6
176_B1_6
176_B3_6
176_B4_6
176_B5_6
176_B6_6
176_B7_6
176_B8_6
176_B2_7
176_B1_7
176_B3_7
176_B4_7
176_B7_7
176_B8_7
176_B2_8
176_B1_8
176_B2_9
176_B1_9
176_B3_9
176_B4_9
176_B7_9
176_B8_9
176_B1_10
176_B2_10
176_B3_10
176_B4_10
176_B5_10
176_B6_10
176_B1_11
176_B2_11
176_B3_11
176_B4_11
176_B5_11
176_B6_11
176_B7_11
176_B8_11
176_B1_12
176_B2_12
176_B3_12
176_B4_12
176_B7_12
176_B8_12
176_B1_13
176_B2_13
176_B3_13
176_B4_13
176_B5_13
176_B6_13
176_B7_13
176_B8_13
176_B1_14
176_B2_14
176_B3_14
176_B4_14
176_B5_14
176_B6_14
176_B1_15
176_B2_15
176_B3_15
176_B4_15
176_B5_15
176_B6_15
176_B7_15
176_B8_15
176_B3_16
176_B4_16
176_B6_16
176_B7_16
176_B8_16
176_C1_1
176_C2_1
176_C4_1
176_C3_1
176_C5_1
176_C6_1
176_C8_1
176_C7_1
176_C2_2
176_C3_2
176_C4_2
176_C5_2
176_C6_2
176_C8_2
176_C7_2
176_C2_3
176_C1_3
176_C3_3
176_C4_3
176_C5_3
176_C6_3
176_C8_3
176_C7_3
176_C2_4
176_C1_4
176_C3_4
176_C4_4
176_C5_4
176_C6_4
176_C8_4
176_C7_4
176_C2_5
176_C1_5
176_C3_5
176_C4_5
176_C5_5
176_C6_5
176_C8_5
176_C2_6
176_C1_6
176_C5_6
176_C6_6
176_C8_6
176_C7_6
176_C2_7
176_C1_7
176_C3_7
176_C4_7
176_C5_7
176_C6_7
176_C8_7
176_C7_7
176_C5_8
176_C6_8
176_C8_8
176_C7_8
176_C2_9
176_C1_9
176_C3_9
176_C4_9
176_C8_9
176_C7_9
176_C1_10
176_C2_10
176_C3_10
176_C4_10
176_C5_10
176_C6_10
176_C7_10
176_C8_10
176_C3_11
176_C4_11
176_C5_11
176_C6_11
176_C7_11
176_C8_11
176_C1_12
176_C2_12
176_C5_12
176_C6_12
176_C7_12
176_C8_12
178_A2_1
178_A3_2
178_A7_2
178_A8_2
178_A2_3
178_A1_3
178_A4_3
178_A7_3
178_A8_3
178_A5_4
178_A6_4
178_A7_4
178_A8_4
178_A8_5
178_A4_6
178_A5_6
178_A6_6
178_A3_7
178_A4_7
178_A2_8
178_A1_8
178_A5_8
178_A6_8
178_A7_8
178_A8_8
178_A2_9
178_A1_9
